FIPS,Province_State,Combined_Key,Lat,Long_,Population,METRO,pop500,CASTHMA,HIGHCHOL,DIABETES,OBESITY,CANCER,STROKE,MHLTH,CSMOKING,CHOLSCREEN,ACCESS2,CHD,CHECKUP,KIDNEY,BINGE,LPA,ARTHRITIS,BPMED,PHLTH,BPHIGH,COPD,nhosp,nhosp999,totalbeds,estbeds,popage65_older%2018,popblack%2018,pophispanic%2018
06053,California,"Monterey, California, US",36.21862405,-121.24133970000001,434061,Salinas,150441,9.2,29.6,10.6,27.0,4.2,2.7,15.5,16.8,73.8,23.8,4.8,61.2,3.2,17.7,26.9,15.9,62.8,14.5,25.8,5.4,4.0,0.0,793.0,793.0,13.7,2.7,59.1
06111,California,"Ventura, California, US",34.44465746,-119.0910613,846006,"San Buenaventura (Ventura), Simi Valley, Carlsbad, Oxnard, Thousand Oaks",765908,9.2,30.8,11.2,26.5,7.4,2.8,15.1,15.1,85.4,21.9,5.0,69.0,2.6,21.0,24.8,20.0,65.8,13.4,28.2,5.2,11.0,0.0,1573.0,1573.0,15.5,1.7,43.0
06111,California,"Ventura, California, US",34.44465746,-119.09106129999999,846006,"San Buenaventura (Ventura), Simi Valley, Carlsbad, Oxnard, Thousand Oaks",765908,9.2,30.8,11.2,26.5,7.4,2.8,15.1,15.1,85.4,21.9,5.0,69.0,2.6,21.0,24.8,20.0,65.8,13.4,28.2,5.2,11.0,0.0,1573.0,1573.0,15.5,1.7,43.0
42003,Pennsylvania,"Allegheny, Pennsylvania, US",40.46809875,-79.98167747,1216045,Pittsburgh,305704,10.8,35.4,6.4,44.0,1.8,8.5,9.4,10.2,81.9,18.8,2.2,82.5,4.2,14.4,16.6,35.6,84.3,7.3,20.7,2.3,20.0,2.0,6783.0,7178.0,18.9,12.9,2.2
42003,Pennsylvania,"Allegheny, Pennsylvania, US",40.46809875,-79.98167747,1216045,Pittsburgh,305704,10.8,35.4,6.4,44.0,1.8,8.5,9.4,10.2,81.9,18.8,2.2,82.5,4.2,14.4,16.6,35.6,84.3,7.3,20.7,2.3,20.0,2.0,6783.0,7178.0,18.9,12.9,2.2
42049,Pennsylvania,"Erie, Pennsylvania, US",41.99253829,-80.03301954,269728,Erie,101786,11.0,35.1,10.5,34.7,5.7,3.8,17.9,26.6,73.6,11.2,7.3,72.7,3.3,20.0,28.9,30.1,76.1,14.7,31.5,8.0,7.0,0.0,1065.0,1065.0,18.0,7.6,4.4
42049,Pennsylvania,"Erie, Pennsylvania, US",41.99253829,-80.03301954,269728,Erie,101786,11.0,35.1,10.5,34.7,5.7,3.8,17.9,26.6,73.6,11.2,7.3,72.7,3.3,20.0,28.9,30.1,76.1,14.7,31.5,8.0,7.0,0.0,1065.0,1065.0,18.0,7.6,4.4
42101,Pennsylvania,"Philadelphia, Pennsylvania, US",40.00338507,-75.1379271,1584064,Philadelphia,1526006,11.4,33.8,19.1,17.9,10.2,0.9,17.3,28.3,79.7,7.9,18.6,80.8,2.9,18.3,25.3,38.4,73.0,7.1,47.4,7.3,21.0,1.0,6531.0,6728.0,13.6,41.5,15.2
42101,Pennsylvania,"Philadelphia, Pennsylvania, US",40.00338507,-75.1379271,1584064,Philadelphia,1526006,11.4,33.8,19.1,17.9,10.2,0.9,17.3,28.3,79.7,7.9,18.6,80.8,2.9,18.3,25.3,38.4,73.0,7.1,47.4,7.3,21.0,1.0,6531.0,6728.0,13.6,41.5,15.2
42095,Pennsylvania,"Northampton, Pennsylvania, US",40.75182733,-75.30471829,305285,Bethlehem,55639,10.0,31.8,10.6,31.9,5.7,3.0,15.5,20.7,73.5,11.0,6.2,69.8,3.0,19.1,27.4,26.4,75.3,13.0,31.7,6.4,2.0,0.0,362.0,362.0,18.9,5.8,13.8
42095,Pennsylvania,"Northampton, Pennsylvania, US",40.75182733,-75.30471829,305285,Bethlehem,55639,10.0,31.8,10.6,31.9,5.7,3.0,15.5,20.7,73.5,11.0,6.2,69.8,3.0,19.1,27.4,26.4,75.3,13.0,31.7,6.4,2.0,0.0,362.0,362.0,18.9,5.8,13.8
06083,California,"Santa Barbara, California, US",34.65329488,-120.0188492,446499,"Santa Barbara, Santa Maria",187963,9.1,29.9,9.7,28.3,4.9,2.7,13.1,14.5,76.9,18.0,5.0,63.1,3.0,18.6,22.3,17.5,64.3,12.2,26.0,5.1,6.0,0.0,966.0,966.0,15.3,2.1,45.8
06083,California,"Santa Barbara, California, US",34.65329488,-120.0188492,446499,"Santa Barbara, Santa Maria",187963,9.1,29.9,9.7,28.3,4.9,2.7,13.1,14.5,76.9,18.0,5.0,63.1,3.0,18.6,22.3,17.5,64.3,12.2,26.0,5.1,6.0,0.0,966.0,966.0,15.3,2.1,45.8
39049,Ohio,"Franklin, Ohio, US",39.96995815,-83.01115755,1316756,Columbus,770122,8.0,30.9,3.5,34.1,7.8,1.6,10.6,30.4,50.7,5.5,2.5,66.7,3.9,23.2,40.9,31.2,30.1,6.8,21.9,7.3,11.0,1.0,5062.0,5245.0,12.0,22.8,5.7
39049,Ohio,"Franklin, Ohio, US",39.96995815,-83.01115755,1316756,Columbus,770122,8.0,30.9,3.5,34.1,7.8,1.6,10.6,30.4,50.7,5.5,2.5,66.7,3.9,23.2,40.9,31.2,30.1,6.8,21.9,7.3,11.0,1.0,5062.0,5245.0,12.0,22.8,5.7
39113,Ohio,"Montgomery, Ohio, US",39.75394919,-84.29050975,531687,Dayton,141527,17.5,10.0,24.2,31.2,7.1,2.0,22.8,33.7,69.5,9.4,12.9,83.9,2.6,18.0,51.4,41.4,83.0,23.0,13.3,14.7,10.0,0.0,2940.0,2940.0,18.0,20.4,3.1
39113,Ohio,"Montgomery, Ohio, US",39.75394919,-84.29050975,531687,Dayton,141527,17.5,10.0,24.2,31.2,7.1,2.0,22.8,33.7,69.5,9.4,12.9,83.9,2.6,18.0,51.4,41.4,83.0,23.0,13.3,14.7,10.0,0.0,2940.0,2940.0,18.0,20.4,3.1
40109,Oklahoma,"Oklahoma, Oklahoma, US",35.55140095,-97.40716948,797434,"Oklahoma City, Edmond",553076,8.9,37.6,6.4,32.9,5.8,5.1,23.0,30.2,84.8,16.7,5.3,64.2,3.5,15.3,27.9,16.2,74.1,15.1,32.7,7.2,14.0,2.0,3493.0,3722.0,13.7,14.9,17.8
40109,Oklahoma,"Oklahoma, Oklahoma, US",35.55140095,-97.40716948,797434,"Oklahoma City, Edmond",553076,8.9,37.6,6.4,32.9,5.8,5.1,23.0,30.2,84.8,16.7,5.3,64.2,3.5,15.3,27.9,16.2,74.1,15.1,32.7,7.2,14.0,2.0,3493.0,3722.0,13.7,14.9,17.8
39099,Ohio,"Mahoning, Ohio, US",41.01631101,-80.77287029,228683,Youngstown,66971,11.2,36.9,18.7,46.6,6.7,5.6,18.9,29.4,76.2,16.3,10.1,75.7,4.5,12.9,45.6,32.1,80.8,19.2,41.6,11.8,4.0,0.0,1306.0,1306.0,21.0,14.3,6.4
39099,Ohio,"Mahoning, Ohio, US",41.01631101,-80.77287029,228683,Youngstown,66971,11.2,36.9,18.7,46.6,6.7,5.6,18.9,29.4,76.2,16.3,10.1,75.7,4.5,12.9,45.6,32.1,80.8,19.2,41.6,11.8,4.0,0.0,1306.0,1306.0,21.0,14.3,6.4
40143,Oklahoma,"Tulsa, Oklahoma, US",36.11939621,-95.94013939,651552,"Broken Arrow, Tulsa",466247,9.0,22.0,8.3,49.4,2.0,5.2,17.5,31.1,63.2,6.7,5.8,62.0,2.5,13.6,24.5,22.4,70.4,9.1,45.1,4.7,11.0,0.0,3191.0,3191.0,14.4,10.2,13.0
40143,Oklahoma,"Tulsa, Oklahoma, US",36.11939621,-95.94013939,651552,"Broken Arrow, Tulsa",466247,9.0,22.0,8.3,49.4,2.0,5.2,17.5,31.1,63.2,6.7,5.8,62.0,2.5,13.6,24.5,22.4,70.4,9.1,45.1,4.7,11.0,0.0,3191.0,3191.0,14.4,10.2,13.0
39095,Ohio,"Lucas, Ohio, US",41.62101218,-83.65468618,428348,Toledo,287208,10.5,34.7,12.8,42.4,5.8,3.8,16.7,25.9,74.5,12.8,7.7,74.0,3.3,18.6,35.3,28.3,76.9,15.5,36.0,9.6,8.0,0.0,3182.0,3182.0,16.3,18.7,7.3
39095,Ohio,"Lucas, Ohio, US",41.62101218,-83.65468618,428348,Toledo,287208,10.5,34.7,12.8,42.4,5.8,3.8,16.7,25.9,74.5,12.8,7.7,74.0,3.3,18.6,35.3,28.3,76.9,15.5,36.0,9.6,8.0,0.0,3182.0,3182.0,16.3,18.7,7.3
06097,California,"Sonoma, California, US",38.52746429,-122.8862506,494336,Santa Rosa,167815,9.5,28.5,8.4,25.4,5.9,2.6,12.9,13.8,79.9,10.1,4.9,63.3,2.8,19.7,18.2,20.6,65.6,11.6,24.4,5.5,10.0,0.0,1976.0,1976.0,19.6,1.6,27.2
06097,California,"Sonoma, California, US",38.52746429,-122.88625060000001,494336,Santa Rosa,167815,9.5,28.5,8.4,25.4,5.9,2.6,12.9,13.8,79.9,10.1,4.9,63.3,2.8,19.7,18.2,20.6,65.6,11.6,24.4,5.5,10.0,0.0,1976.0,1976.0,19.6,1.6,27.2
06077,California,"San Joaquin, California, US",37.93433732,-121.2730061,762148,"Stockton, Tracy, Manteca",441725,10.4,27.6,15.0,30.5,3.9,4.3,11.6,9.9,71.4,29.5,3.2,72.9,2.1,14.2,25.2,21.0,68.1,13.1,32.1,5.9,8.0,0.0,1229.0,1229.0,12.7,7.3,41.9
06077,California,"San Joaquin, California, US",37.93433732,-121.2730061,762148,"Stockton, Tracy, Manteca",441725,10.4,27.6,15.0,30.5,3.9,4.3,11.6,9.9,71.4,29.5,3.2,72.9,2.1,14.2,25.2,21.0,68.1,13.1,32.1,5.9,8.0,0.0,1229.0,1229.0,12.7,7.3,41.9
06099,California,"Stanislaus, California, US",37.55862499,-120.9970722,550660,"Turlock, Modesto",269714,9.7,30.9,10.4,25.2,5.9,3.2,14.6,15.9,78.9,12.2,5.9,65.3,3.2,19.1,21.2,22.1,68.0,12.9,28.6,6.3,8.0,0.0,1448.0,1448.0,13.2,3.1,47.0
06099,California,"Stanislaus, California, US",37.55862499,-120.9970722,550660,"Turlock, Modesto",269714,9.7,30.9,10.4,25.2,5.9,3.2,14.6,15.9,78.9,12.2,5.9,65.3,3.2,19.1,21.2,22.1,68.0,12.9,28.6,6.3,8.0,0.0,1448.0,1448.0,13.2,3.1,47.0
06095,California,"Solano, California, US",38.26827353,-121.9357113,447643,"Vallejo, Fairfield, Vacaville",313691,11.1,33.8,9.5,35.0,8.6,2.9,17.0,12.0,80.9,22.3,6.3,67.4,2.9,26.6,29.8,20.3,68.0,16.1,29.2,5.7,5.0,0.0,672.0,672.0,15.8,13.4,26.9
06095,California,"Solano, California, US",38.26827353,-121.9357113,447643,"Vallejo, Fairfield, Vacaville",313691,11.1,33.8,9.5,35.0,8.6,2.9,17.0,12.0,80.9,22.3,6.3,67.4,2.9,26.6,29.8,20.3,68.0,16.1,29.2,5.7,5.0,0.0,672.0,672.0,15.8,13.4,26.9
08059,Colorado,"Jefferson, Colorado, US",39.58635604,-105.2517692,582881,"Arvada, Lakewood, Westminster",288982,8.8,37.6,3.9,20.1,9.3,1.7,13.1,18.9,67.1,10.7,5.8,51.0,3.2,17.3,15.0,10.0,66.5,7.5,30.1,2.4,2.0,0.0,542.0,542.0,16.5,1.1,15.5
08059,Colorado,"Jefferson, Colorado, US",39.58635604,-105.2517692,582881,"Arvada, Lakewood, Westminster",288982,8.8,37.6,3.9,20.1,9.3,1.7,13.1,18.9,67.1,10.7,5.8,51.0,3.2,17.3,15.0,10.0,66.5,7.5,30.1,2.4,2.0,0.0,542.0,542.0,16.5,1.1,15.5
08005,Colorado,"Arapahoe, Colorado, US",39.64977461,-104.3353617,656590,"Aurora, Centennial",385467,10.5,24.1,7.3,20.5,11.0,3.6,8.7,10.3,70.1,6.6,6.3,60.9,1.8,20.3,28.9,33.7,56.3,14.4,31.2,8.8,5.0,1.0,856.0,1005.0,13.1,11.2,19.5
08005,Colorado,"Arapahoe, Colorado, US",39.64977461,-104.3353617,656590,"Aurora, Centennial",385467,10.5,24.1,7.3,20.5,11.0,3.6,8.7,10.3,70.1,6.6,6.3,60.9,1.8,20.3,28.9,33.7,56.3,14.4,31.2,8.8,5.0,1.0,856.0,1005.0,13.1,11.2,19.5
08031,Colorado,"Denver, Colorado, US",39.76018276,-104.8725695,727211,Denver,600158,9.4,28.2,6.7,20.3,5.1,2.4,11.5,15.3,77.0,12.9,4.2,56.4,2.5,23.3,18.6,17.5,63.5,9.8,24.9,4.2,7.0,1.0,1865.0,2014.0,11.7,9.0,29.7
08031,Colorado,"Denver, Colorado, US",39.76018276,-104.87256950000001,727211,Denver,600158,9.4,28.2,6.7,20.3,5.1,2.4,11.5,15.3,77.0,12.9,4.2,56.4,2.5,23.3,18.6,17.5,63.5,9.8,24.9,4.2,7.0,1.0,1865.0,2014.0,11.7,9.0,29.7
08123,Colorado,"Weld, Colorado, US",40.55499405,-104.3929621,324492,"Greeley, Longmont",92919,9.6,30.6,7.9,29.6,5.3,2.7,13.9,17.2,75.7,14.7,4.8,58.0,2.8,16.8,23.7,19.7,64.9,11.3,25.9,5.1,1.0,0.0,300.0,300.0,12.2,1.4,29.6
08123,Colorado,"Weld, Colorado, US",40.55499405,-104.39296209999999,324492,"Greeley, Longmont",92919,9.6,30.6,7.9,29.6,5.3,2.7,13.9,17.2,75.7,14.7,4.8,58.0,2.8,16.8,23.7,19.7,64.9,11.3,25.9,5.1,1.0,0.0,300.0,300.0,12.2,1.4,29.6
37119,North Carolina,"Mecklenburg, North Carolina, US",35.24469268,-80.8317671,1110356,Charlotte,731424,9.4,32.2,5.0,23.6,4.5,2.4,12.6,15.6,72.1,16.6,4.2,75.4,2.5,13.6,37.8,15.7,73.4,13.3,20.7,5.0,8.0,0.0,2612.0,2612.0,11.2,31.9,13.6
37119,North Carolina,"Mecklenburg, North Carolina, US",35.24469268,-80.8317671,1110356,Charlotte,731424,9.4,32.2,5.0,23.6,4.5,2.4,12.6,15.6,72.1,16.6,4.2,75.4,2.5,13.6,37.8,15.7,73.4,13.3,20.7,5.0,8.0,0.0,2612.0,2612.0,11.2,31.9,13.6
36067,New York,"Onondaga, New York, US",43.00491923,-76.19971155,460528,Syracuse,145170,11.7,31.4,10.9,32.6,5.4,3.5,17.8,21.8,77.8,14.8,6.5,70.7,3.2,18.4,30.0,24.8,74.3,14.3,31.8,8.0,5.0,1.0,1632.0,1938.0,17.1,12.1,5.1
36067,New York,"Onondaga, New York, US",43.00491923,-76.19971155,460528,Syracuse,145170,11.7,31.4,10.9,32.6,5.4,3.5,17.8,21.8,77.8,14.8,6.5,70.7,3.2,18.4,30.0,24.8,74.3,14.3,31.8,8.0,5.0,1.0,1632.0,1938.0,17.1,12.1,5.1
37021,North Carolina,"Buncombe, North Carolina, US",35.61113393,-82.53305,261191,Asheville,250179,9.3,32.3,9.0,27.4,6.7,3.0,12.5,16.6,79.3,14.5,5.9,74.1,3.0,18.0,22.9,23.9,77.0,11.8,32.0,6.3,2.0,1.0,763.0,977.0,20.0,6.2,6.7
37021,North Carolina,"Buncombe, North Carolina, US",35.61113393,-82.53305,261191,Asheville,250179,9.3,32.3,9.0,27.4,6.7,3.0,12.5,16.6,79.3,14.5,5.9,74.1,3.0,18.0,22.9,23.9,77.0,11.8,32.0,6.3,2.0,1.0,763.0,977.0,20.0,6.2,6.7
36055,New York,"Monroe, New York, US",43.14638895,-77.69322942,741770,Rochester,210565,NAN,23.8,18.8,24.2,4.0,5.7,23.4,29.4,81.7,16.8,8.7,61.2,5.4,23.6,33.2,33.2,67.7,5.8,19.8,3.5,5.0,1.0,1930.0,2236.0,17.3,15.1,9.0
36055,New York,"Monroe, New York, US",43.14638895,-77.69322942,741770,Rochester,210565,NAN,23.8,18.8,24.2,4.0,5.7,23.4,29.4,81.7,16.8,8.7,61.2,5.4,23.6,33.2,33.2,67.7,5.8,19.8,3.5,5.0,1.0,1930.0,2236.0,17.3,15.1,9.0
37183,North Carolina,"Wake, North Carolina, US",35.78879266,-78.65249174,1111761,"Cary, Raleigh",536637,9.0,21.8,3.5,31.5,3.5,1.2,8.3,8.6,71.8,9.3,2.0,66.7,1.7,15.5,16.4,12.1,64.9,7.2,29.2,3.0,5.0,0.0,1781.0,1781.0,11.6,20.2,10.3
37183,North Carolina,"Wake, North Carolina, US",35.78879266,-78.65249174,1111761,"Cary, Raleigh",536637,9.0,21.8,3.5,31.5,3.5,1.2,8.3,8.6,71.8,9.3,2.0,66.7,1.7,15.5,16.4,12.1,64.9,7.2,29.2,3.0,5.0,0.0,1781.0,1781.0,11.6,20.2,10.3
36093,New York,"Schenectady, New York, US",42.81668777,-74.05278291,155299,Schenectady,66135,11.4,30.8,11.2,34.4,5.7,3.6,17.1,22.3,79.3,15.5,6.3,71.4,3.3,17.7,32.5,23.5,72.8,14.9,32.5,7.7,2.0,1.0,368.0,674.0,17.3,9.9,7.4
36093,New York,"Schenectady, New York, US",42.81668777,-74.05278291,155299,Schenectady,66135,11.4,30.8,11.2,34.4,5.7,3.6,17.1,22.3,79.3,15.5,6.3,71.4,3.3,17.7,32.5,23.5,72.8,14.9,32.5,7.7,2.0,1.0,368.0,674.0,17.3,9.9,7.4
37037,North Carolina,"Chatham, North Carolina, US",35.70394416,-79.25541492,74470,Cary,1422,8.1,46.9,13.0,23.8,13.3,4.0,7.5,9.1,93.0,7.5,8.9,83.7,3.9,9.2,20.4,37.6,87.3,12.1,44.7,7.9,1.0,0.0,25.0,25.0,24.4,12.4,12.3
37037,North Carolina,"Chatham, North Carolina, US",35.70394416,-79.25541492,74470,Cary,1422,8.1,46.9,13.0,23.8,13.3,4.0,7.5,9.1,93.0,7.5,8.9,83.7,3.9,9.2,20.4,37.6,87.3,12.1,44.7,7.9,1.0,0.0,25.0,25.0,24.4,12.4,12.3
08069,Colorado,"Larimer, Colorado, US",40.66671597,-105.4625784,356899,"Loveland, Fort Collins",210845,9.3,26.4,5.8,21.5,5.7,2.1,11.7,14.5,76.2,10.2,3.8,57.9,2.3,21.4,16.7,18.3,63.8,9.3,21.9,4.4,5.0,0.0,573.0,573.0,15.7,1.0,11.7
08069,Colorado,"Larimer, Colorado, US",40.66671597,-105.4625784,356899,"Loveland, Fort Collins",210845,9.3,26.4,5.8,21.5,5.7,2.1,11.7,14.5,76.2,10.2,3.8,57.9,2.3,21.4,16.7,18.3,63.8,9.3,21.9,4.4,5.0,0.0,573.0,573.0,15.7,1.0,11.7
08101,Colorado,"Pueblo, Colorado, US",38.17359144,-104.5127437,168424,Pueblo,106595,9.6,34.3,12.2,30.7,6.6,3.7,13.9,18.5,75.9,19.8,6.8,62.9,3.8,14.5,28.8,26.8,70.6,15.3,31.8,6.7,2.0,0.0,778.0,778.0,18.4,2.2,43.1
08101,Colorado,"Pueblo, Colorado, US",38.17359144,-104.5127437,168424,Pueblo,106595,9.6,34.3,12.2,30.7,6.6,3.7,13.9,18.5,75.9,19.8,6.8,62.9,3.8,14.5,28.8,26.8,70.6,15.3,31.8,6.7,2.0,0.0,778.0,778.0,18.4,2.2,43.1
42077,Pennsylvania,"Lehigh, Pennsylvania, US",40.6154815,-75.59435245,369318,"Allentown, Bethlehem",137375,10.7,32.6,12.7,38.5,6.1,3.6,16.9,25.4,74.3,17.9,6.9,71.4,3.5,16.8,32.0,26.8,74.4,16.9,31.4,7.9,7.0,1.0,1723.0,1920.0,16.9,7.3,25.4
42077,Pennsylvania,"Lehigh, Pennsylvania, US",40.6154815,-75.59435245,369318,"Allentown, Bethlehem",137375,10.7,32.6,12.7,38.5,6.1,3.6,16.9,25.4,74.3,17.9,6.9,71.4,3.5,16.8,32.0,26.8,74.4,16.9,31.4,7.9,7.0,1.0,1723.0,1920.0,16.9,7.3,25.4
09001,Connecticut,"Fairfield, Connecticut, US",41.26809896,-73.3881171,943332,"Danbury, Norwalk, Stamford, Bridgeport",433368,9.8,28.9,8.4,24.4,5.8,2.6,11.6,14.8,81.6,14.0,4.9,69.0,2.7,17.2,23.8,20.2,71.8,10.2,26.7,5.5,6.0,0.0,2066.0,2066.0,15.9,11.5,20.2
09001,Connecticut,"Fairfield, Connecticut, US",41.26809896,-73.3881171,943332,"Danbury, Norwalk, Stamford, Bridgeport",433368,9.8,28.9,8.4,24.4,5.8,2.6,11.6,14.8,81.6,14.0,4.9,69.0,2.7,17.2,23.8,20.2,71.8,10.2,26.7,5.5,6.0,0.0,2066.0,2066.0,15.9,11.5,20.2
09003,Connecticut,"Hartford, Connecticut, US",41.80283011,-72.73103891,891720,"Hartford, New Britain",197981,11.3,32.2,12.6,35.4,5.0,3.5,16.5,19.1,80.9,18.9,6.1,73.6,3.4,13.0,32.2,22.3,72.5,13.6,32.7,7.0,7.0,1.0,2233.0,2493.0,17.1,14.0,18.5
09003,Connecticut,"Hartford, Connecticut, US",41.80283011,-72.73103891,891720,"Hartford, New Britain",197981,11.3,32.2,12.6,35.4,5.0,3.5,16.5,19.1,80.9,18.9,6.1,73.6,3.4,13.0,32.2,22.3,72.5,13.6,32.7,7.0,7.0,1.0,2233.0,2493.0,17.1,14.0,18.5
40027,Oklahoma,"Cleveland, Oklahoma, US",35.20413532,-97.32519562,284014,"Oklahoma City, Norman",174648,9.4,34.7,8.7,31.9,6.1,2.6,13.6,17.7,77.2,13.7,5.6,67.2,2.7,15.1,26.9,23.2,71.8,11.4,31.9,6.2,3.0,0.0,589.0,589.0,13.2,4.6,9.0
40027,Oklahoma,"Cleveland, Oklahoma, US",35.20413532,-97.32519562,284014,"Oklahoma City, Norman",174648,9.4,34.7,8.7,31.9,6.1,2.6,13.6,17.7,77.2,13.7,5.6,67.2,2.7,15.1,26.9,23.2,71.8,11.4,31.9,6.2,3.0,0.0,589.0,589.0,13.2,4.6,9.0
40145,Oklahoma,"Wagoner, Oklahoma, US",35.96024096,-95.51911308,81289,"Broken Arrow, Tulsa",18373,9.9,33.1,9.6,35.9,5.2,2.6,14.3,20.0,74.9,14.1,4.3,62.8,2.6,16.8,29.3,23.5,68.4,11.3,31.5,6.3,1.0,0.0,100.0,100.0,16.2,3.2,6.4
40145,Oklahoma,"Wagoner, Oklahoma, US",35.96024096,-95.51911308,81289,"Broken Arrow, Tulsa",18373,9.9,33.1,9.6,35.9,5.2,2.6,14.3,20.0,74.9,14.1,4.3,62.8,2.6,16.8,29.3,23.5,68.4,11.3,31.5,6.3,1.0,0.0,100.0,100.0,16.2,3.2,6.4
10003,Delaware,"New Castle, Delaware, US",39.57992638,-75.64054974,558753,Wilmington,70851,12.1,32.1,14.8,41.0,5.5,4.4,16.4,22.4,79.2,18.0,6.1,76.2,3.6,14.6,38.1,23.6,74.3,16.5,39.4,8.1,5.0,1.0,1578.0,1837.0,15.6,25.9,10.3
10003,Delaware,"New Castle, Delaware, US",39.57992638,-75.64054974,558753,Wilmington,70851,12.1,32.1,14.8,41.0,5.5,4.4,16.4,22.4,79.2,18.0,6.1,76.2,3.6,14.6,38.1,23.6,74.3,16.5,39.4,8.1,5.0,1.0,1578.0,1837.0,15.6,25.9,10.3
11001,District of Columbia,"District of Columbia,District of Columbia,US",38.90417773,-77.01655992,705749,Washington,601723,15.3,22.4,15.7,40.0,4.7,1.5,10.6,14.8,80.7,5.9,7.2,80.8,1.4,23.1,15.9,9.2,73.0,17.2,26.2,6.2,9.0,1.0,3180.0,NAN,12.2,45.5,11.3
11001,District of Columbia,"District of Columbia,District of Columbia,US",38.90417773,-77.01655992,705749,Washington,601723,15.3,22.4,15.7,40.0,4.7,1.5,10.6,14.8,80.7,5.9,7.2,80.8,1.4,23.1,15.9,9.2,73.0,17.2,26.2,6.2,9.0,1.0,3180.0,NAN,12.2,45.5,11.3
12099,Florida,"Palm Beach, Florida, US",26.64676272,-80.46536002,1496770,"Boca Raton, Boynton Beach, West Palm Beach",252528,8.0,34.2,10.0,23.8,6.7,3.6,12.7,16.9,81.3,19.5,7.0,74.3,3.2,14.8,28.3,24.3,74.0,13.0,32.3,7.8,15.0,0.0,4676.0,4676.0,23.9,18.4,22.9
12099,Florida,"Palm Beach, Florida, US",26.64676272,-80.46536002,1496770,"Boca Raton, Boynton Beach, West Palm Beach",252528,8.0,34.2,10.0,23.8,6.7,3.6,12.7,16.9,81.3,19.5,7.0,74.3,3.2,14.8,28.3,24.3,74.0,13.0,32.3,7.8,15.0,0.0,4676.0,4676.0,23.9,18.4,22.9
37129,North Carolina,"New Hanover, North Carolina, US",34.25758282,-77.87075626,234473,Wilmington,106476,9.7,34.7,8.5,28.1,6.4,3.0,14.6,19.2,78.6,16.0,5.9,74.1,3.0,18.7,23.0,23.6,76.7,12.1,32.1,6.7,2.0,1.0,769.0,983.0,17.9,14.1,5.6
37129,North Carolina,"New Hanover, North Carolina, US",34.25758282,-77.87075626,234473,Wilmington,106476,9.7,34.7,8.5,28.1,6.4,3.0,14.6,19.2,78.6,16.0,5.9,74.1,3.0,18.7,23.0,23.6,76.7,12.1,32.1,6.7,2.0,1.0,769.0,983.0,17.9,14.1,5.6
37063,North Carolina,"Durham, North Carolina, US",36.03638492,-78.87608331,321488,"Durham, Raleigh",229367,9.8,29.4,8.5,30.4,4.6,2.7,13.2,16.0,79.0,19.6,4.4,71.7,2.6,16.6,25.0,19.2,71.8,10.5,30.4,5.1,6.0,2.0,1360.0,1789.0,13.2,35.8,13.7
37063,North Carolina,"Durham, North Carolina, US",36.03638492,-78.87608331,321488,"Durham, Raleigh",229367,9.8,29.4,8.5,30.4,4.6,2.7,13.2,16.0,79.0,19.6,4.4,71.7,2.6,16.6,25.0,19.2,71.8,10.5,30.4,5.1,6.0,2.0,1360.0,1789.0,13.2,35.8,13.7
37081,North Carolina,"Guilford, North Carolina, US",36.07959451,-79.78824948,537174,"Greensboro, High Point",368708,8.3,26.9,9.3,32.7,5.7,7.0,20.2,18.2,58.8,9.5,10.8,67.9,4.5,10.7,40.4,22.3,71.0,22.6,32.0,11.8,5.0,0.0,1619.0,1619.0,15.1,33.7,8.2
37081,North Carolina,"Guilford, North Carolina, US",36.07959451,-79.78824948,537174,"Greensboro, High Point",368708,8.3,26.9,9.3,32.7,5.7,7.0,20.2,18.2,58.8,9.5,10.8,67.9,4.5,10.7,40.4,22.3,71.0,22.6,32.0,11.8,5.0,0.0,1619.0,1619.0,15.1,33.7,8.2
37133,North Carolina,"Onslow, North Carolina, US",34.72607366,-77.42908179,197938,Jacksonville,70145,9.8,25.3,7.3,30.6,4.0,2.2,14.7,19.4,69.1,18.7,3.7,72.5,2.3,20.0,23.4,16.7,66.9,10.8,25.6,5.2,2.0,1.0,162.0,376.0,9.1,14.0,12.8
37133,North Carolina,"Onslow, North Carolina, US",34.72607366,-77.42908179,197938,Jacksonville,70145,9.8,25.3,7.3,30.6,4.0,2.2,14.7,19.4,69.1,18.7,3.7,72.5,2.3,20.0,23.4,16.7,66.9,10.8,25.6,5.2,2.0,1.0,162.0,376.0,9.1,14.0,12.8
37067,North Carolina,"Forsyth, North Carolina, US",36.12859861,-80.25459052,382295,"Winston-Salem, High Point",229625,12.6,37.9,20.1,24.6,8.1,1.7,9.5,20.3,85.9,11.7,8.0,67.4,3.1,9.0,17.7,31.2,81.4,12.8,29.1,4.6,5.0,1.0,1855.0,2069.0,15.9,26.3,13.0
37067,North Carolina,"Forsyth, North Carolina, US",36.12859861,-80.25459052,382295,"Winston-Salem, High Point",229625,12.6,37.9,20.1,24.6,8.1,1.7,9.5,20.3,85.9,11.7,8.0,67.4,3.1,9.0,17.7,31.2,81.4,12.8,29.1,4.6,5.0,1.0,1855.0,2069.0,15.9,26.3,13.0
